id,street,is_main_address,zipcode
2,Oudezijds Achterburgwal,Y,1012 DA
3,Oudezijds Achterburgwal,Y,1012 DA
4,Oudezijds Achterburgwal,Y,1012 DA
5,Oudezijds Achterburgwal,Y,1012 DA
6,Oudezijds Achterburgwal,Y,1012 DA
7,Oudezijds Achterburgwal,Y,1012 DA
8,Oudezijds Achterburgwal,Y,1012 DA
9,Oudezijds Achterburgwal,Y,1012 DB
10,Oudezijds Achterburgwal,Y,1012 DB
11,Oudezijds Achterburgwal,Y,1012 DB
12,Oudezijds Achterburgwal,Y,1012 DB
13,Oudezijds Achterburgwal,Y,1012 DB
14,Oudezijds Achterburgwal,Y,1012 DB
15,Oudezijds Achterburgwal,Y,1012 DB
16,Oudezijds Achterburgwal,Y,1012 DB
17,Oudezijds Achterburgwal,Y,1012 DB
17,Oudezijds Achterburgwal,N,1012 DB
18,Oudezijds Achterburgwal,Y,1012 DB
19,Oudezijds Achterburgwal,Y,1012 DB
20,Oudezijds Achterburgwal,Y,1012 DB
21,Oudezijds Achterburgwal,N,1012 DC
21,Oudezijds Achterburgwal,N,1012 DC
21,Oudezijds Achterburgwal,N,1012 DC
21,Oudezijds Achterburgwal,N,1012 DC
21,Oudezijds Achterburgwal,Y,1012 DC
22,Oudezijds Achterburgwal,Y,1012 DC
23,Oudezijds Achterburgwal,Y,1012 DC
25,Oudezijds Achterburgwal,Y,1012 DC
26,Oudezijds Achterburgwal,N,1012 DC
26,Oudezijds Achterburgwal,Y,1012 DC
26,Oudezijds Achterburgwal,N,1012 DC
26,Oudezijds Achterburgwal,N,1012 DC
26,Oudezijds Achterburgwal,N,1012 DC
26,Oudezijds Achterburgwal,N,1012 DC
26,Oudezijds Achterburgwal,N,1012 DC
27,Oudezijds Achterburgwal,Y,1012 DC
28,Oudezijds Achterburgwal,Y,1012 DC
29,Oudezijds Achterburgwal,Y,1012 DC
30,Oudezijds Achterburgwal,Y,1012 DC
31,Oudezijds Achterburgwal,N,1012 DC
31,Oudezijds Achterburgwal,Y,1012 DC
32,Oudezijds Achterburgwal,Y,1012 DD
33,Oudezijds Achterburgwal,Y,1012 DD
34,Oudezijds Achterburgwal,Y,1012 DD
35,Oudezijds Achterburgwal,N,1012 DE
35,Oudezijds Achterburgwal,N,1012 DE
35,Oudezijds Achterburgwal,N,1012 DE
35,Oudezijds Achterburgwal,Y,1012 DE
36,Oudezijds Achterburgwal,Y,1012 DE
37,Oudezijds Achterburgwal,N,1012 DE
37,Oudezijds Achterburgwal,N,1012 DE
37,Oudezijds Achterburgwal,N,1012 DE
37,Oudezijds Achterburgwal,N,1012 DE
37,Oudezijds Achterburgwal,Y,1012 DE
37,Koestraat,N,1012 BX
38,Oudezijds Achterburgwal,Y,1012 DE
39,Oudezijds Achterburgwal,Y,1012 DG
40,Oudezijds Achterburgwal,Y,1012 DG
41,Oudezijds Achterburgwal,Y,1012 DG
42,Oudezijds Achterburgwal,N,1012 DG
42,Oudezijds Achterburgwal,N,1012 DG
42,Oudezijds Achterburgwal,N,1012 DG
42,Oudezijds Achterburgwal,N,1012 DG
42,Oudezijds Achterburgwal,N,1012 DG
42,Oudezijds Achterburgwal,N,1012 DG
42,Oudezijds Achterburgwal,Y,1012 DG
43,Oudezijds Achterburgwal,Y,1012 DG
43,Oudezijds Achterburgwal,N,1012 DG
43,Oudezijds Achterburgwal,N,1012 DG
43,Oudezijds Achterburgwal,N,1012 DG
44,Oudezijds Achterburgwal,Y,1012 DG
45,Oudezijds Achterburgwal,Y,1012 DG
46,Oudezijds Achterburgwal,Y,1012 DH
47,Oudezijds Achterburgwal,Y,1012 DH
48,Oudezijds Achterburgwal,Y,1012 DH
49,Walenpleintje,Y,1012 JZ
50,Walenpleintje,Y,1012 JZ
51,Walenpleintje,Y,1012 JZ
52,Walenpleintje,Y,1012 JZ
53,Walenpleintje,Y,1012 JZ
54,Walenpleintje,Y,1012 JZ
55,Oudezijds Achterburgwal,Y,1012 DH
55,Oudezijds Achterburgwal,N,1012 DH
56,Oudezijds Achterburgwal,N,1012 DJ
56,Oudezijds Achterburgwal,N,1012 DJ
56,Oudezijds Achterburgwal,N,1012 DJ
56,Oudezijds Achterburgwal,Y,1012 DJ
56,Oudezijds Achterburgwal,N,1012 DJ
56,Oudezijds Achterburgwal,N,1012 DJ
56,Oudezijds Achterburgwal,N,1012 DJ
56,Oudezijds Achterburgwal,N,1012 DJ
56,Oudezijds Achterburgwal,N,1012 DJ
57,Oudezijds Achterburgwal,Y,1012 DJ
58,Oudezijds Achterburgwal,Y,1012 DJ
59,Oudezijds Achterburgwal,Y,1012 DK
60,Spinhuissteeg,N,1012 CJ
60,Oudezijds Achterburgwal,Y,1012 DK
60,Spinhuissteeg,N,1012 CJ
61,Oudezijds Achterburgwal,Y,1012 DK
62,Oudezijds Achterburgwal,Y,1012 DK
63,Oudezijds Achterburgwal,Y,1012 DK
64,Oudezijds Achterburgwal,Y,1012 DK
65,Rusland,N,1012 CL
65,Rusland,N,1012 CL
65,Rusland,N,1012 CL
65,Rusland,N,1012 CL
65,Rusland,N,1012 CL
65,Rusland,N,1012 CL
65,Rusland,Y,1012 CL
65,Rusland,N,1012 CL
65,Rusland,N,1012 CL
65,Rusland,N,1012 CL
66,Oudezijds Achterburgwal,N,1012 DL
66,Oudezijds Achterburgwal,Y,1012 DL
66,Oudezijds Achterburgwal,N,1012 DL
66,Oudezijds Achterburgwal,N,1012 DL
67,Oudezijds Achterburgwal,Y,1012 DL
67,Oudezijds Achterburgwal,N,1012 DL
67,Oudezijds Achterburgwal,N,1012 DL
67,Slijkstraat,N,1012 CM
68,Oudezijds Achterburgwal,Y,1012 DL
69,Oudezijds Achterburgwal,Y,1012 DL
70,Oudezijds Achterburgwal,Y,1012 DL
71,Oudezijds Achterburgwal,Y,1012 DL
72,Oudezijds Achterburgwal,Y,1012 DL
73,Oudezijds Achterburgwal,Y,1012 DL
74,Oudemanhuispoort,Y,1012 CN
75,Oudezijds Achterburgwal,Y,1012 DL
76,Oudezijds Achterburgwal,Y,1012 DL
77,Oudezijds Achterburgwal,Y,1012 DL
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,Y,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
78,Oudezijds Achterburgwal,N,1012 DM
79,Oudezijds Achterburgwal,Y,1012 DM
80,Oudezijds Achterburgwal,Y,1012 DN
81,Oudezijds Achterburgwal,Y,1012 DN
82,Oudezijds Achterburgwal,Y,1012 DN
83,Oudezijds Achterburgwal,Y,1012 DN
84,Oudezijds Achterburgwal,Y,1012 DP
85,Oudezijds Achterburgwal,Y,1012 DP
86,Oudezijds Achterburgwal,Y,1012 DP
87,Oudezijds Achterburgwal,Y,1012 DP
88,Oudezijds Achterburgwal,N,1012 DP
88,Oudezijds Achterburgwal,N,1012 DP
88,Oudezijds Achterburgwal,N,1012 DP
88,Oudezijds Achterburgwal,Y,1012 DP
89,Oudezijds Achterburgwal,N,1012 DP
89,Oudezijds Achterburgwal,Y,1012 DP
89,Oudezijds Achterburgwal,N,1012 DP
89,Oudezijds Achterburgwal,N,1012 DP
90,Oudezijds Achterburgwal,Y,1012 DP
90,Oudezijds Achterburgwal,N,1012 DP
91,Oudezijds Achterburgwal,Y,1012 DP
92,Oudezijds Achterburgwal,Y,1012 DP
93,Oudezijds Achterburgwal,Y,1012 DR
94,Oudezijds Achterburgwal,Y,1012 DR
95,Oudezijds Achterburgwal,Y,1012 DR
96,Oudezijds Achterburgwal,Y,1012 DR
97,Oudezijds Achterburgwal,Y,1012 DR
98,Oudezijds Achterburgwal,N,1012 DR
98,Oudezijds Achterburgwal,N,1012 DR
98,Oudezijds Achterburgwal,Y,1012 DR
99,Oudezijds Achterburgwal,N,1012 DR
99,Oudezijds Achterburgwal,N,1012 DR
99,Oudezijds Achterburgwal,N,1012 DR
99,Oudezijds Achterburgwal,N,1012 DR
99,Oudezijds Achterburgwal,Y,1012 DR
100,Oudezijds Achterburgwal,Y,1012 DR
102,Oudezijds Achterburgwal,Y,1012 DS
103,Oudezijds Achterburgwal,Y,1012 DS
104,Oudezijds Achterburgwal,Y,1012 DS
105,Oudezijds Achterburgwal,Y,1012 DS
106,Oudezijds Achterburgwal,Y,1012 DS
107,Oudezijds Achterburgwal,Y,1012 DT
107,Stoofsteeg,N,1012 EC
108,Oudezijds Achterburgwal,Y,1012 DT
109,Oudezijds Achterburgwal,Y,1012 DT
110,Oudezijds Achterburgwal,Y,1012 DT
111,Oudezijds Achterburgwal,Y,1012 DT
112,Oudezijds Achterburgwal,Y,1012 DV
113,Oudezijds Achterburgwal,Y,1012 DV
114,Oudezijds Achterburgwal,Y,1012 DV
115,Oudezijds Achterburgwal,Y,1012 DV
116,Oudezijds Achterburgwal,Y,1012 DV
117,Oudezijds Achterburgwal,Y,1012 DV
118,Oudezijds Achterburgwal,Y,1012 DV
119,Oudezijds Achterburgwal,Y,1012 DW
120,Oudezijds Achterburgwal,Y,1012 DW
121,Oudezijds Voorburgwal,Y,1012 EX
121,Prinsenhofssteeg,N,1012 EE
122,Oudezijds Achterburgwal,Y,1012 DW
123,Oudezijds Achterburgwal,Y,1012 DW
124,Oudezijds Achterburgwal,Y,1012 DX
125,Oudezijds Achterburgwal,Y,1012 DX
125,Oudezijds Achterburgwal,N,1012 DX
126,Oudezijds Achterburgwal,Y,1012 DX
127,Oudezijds Achterburgwal,Y,1012 DX
128,Oudezijds Voorburgwal,N,1012 EZ
128,Oudezijds Achterburgwal,Y,1012 DX
129,Oudezijds Achterburgwal,Y,1012 DX
129,Oudezijds Voorburgwal,N,1012 EZ
130,Achtergracht,Y,1017 WL
131,Achtergracht,Y,1017 WL
132,Achtergracht,Y,1017 WL
133,Achtergracht,Y,1017 WL
134,Achtergracht,Y,1017 WL
135,Achtergracht,Y,1017 WL
136,Achtergracht,Y,1017 WL
137,Achtergracht,Y,1017 WL
138,Achtergracht,Y,1017 WL
139,Achtergracht,Y,1017 WL
140,Achtergracht,Y,1017 WL
141,Achtergracht,Y,1017 WN
142,Achtergracht,N,1017 WN
142,Achtergracht,Y,1017 WN
142,Achtergracht,N,1017 WN
142,Achtergracht,N,1017 WN
143,Achtergracht,Y,1017 WP
144,Achtergracht,Y,1017 WP
145,Achtergracht,Y,1017 WP
146,Achtergracht,Y,1017 WP
147,Achtergracht,Y,1017 WP
148,Achtergracht,Y,1017 WP
149,Achtergracht,Y,1017 WP
150,Achtergracht,Y,1017 WP
151,Achtergracht,Y,1017 WP
152,Achtergracht,Y,1017 WP
153,Achtergracht,Y,1017 WP
154,Achtergracht,Y,1017 WP
154,Achtergracht,N,1017 WP
154,Achtergracht,N,1017 WP
154,Achtergracht,N,1017 WP
155,Achtergracht,N,1017 WP
155,Achtergracht,N,1017 WP
155,Achtergracht,N,1017 WP
155,Achtergracht,Y,1017 WP
156,Achtergracht,N,1017 WP
156,Achtergracht,Y,1017 WP
156,Achtergracht,N,1017 WP
156,Achtergracht,N,1017 WP
157,Achtergracht,Y,1017 WP
157,Achtergracht,N,1017 WP
157,Achtergracht,N,1017 WP
157,Achtergracht,N,1017 WP
158,Achtergracht,Y,1017 WP
159,Achtergracht,Y,1017 WP
160,Amstel,Y,1017 AP
160,Achtergracht,N,1017 WP
160,Achtergracht,N,1017 WP
160,Amstel,N,1017 AP
162,Amstel,Y,1018 EJ
163,Amstel,Y,1018 EJ
164,Amstel,Y,1018 EJ
165,Amstel,Y,1018 EJ
166,Amstel,Y,1018 EJ
167,Amstel,Y,1018 EJ
168,Amstel,Y,1018 EJ
169,Amstel,N,1018 EJ
169,Amstel,N,1018 EJ
169,Amstel,Y,1018 EJ
170,Amstel,N,1018 EJ
170,Amstel,Y,1018 EJ
170,Amstel,N,1018 EJ
170,Amstel,N,1018 EJ
170,Amstel,N,1018 EJ
171,Amstel,Y,1018 EK
172,Amstel,Y,1018 EK
173,Amstel,Y,1018 EK
174,Amstel,Y,1018 EK
175,Amstel,Y,1018 EK
176,Amstel,Y,1018 EK
176,Amstel,N,1018 EK
176,Amstel,N,1018 EK
177,Amstel,Y,1018 EK
178,Amstel,Y,1018 EK
179,Amstel,Y,1018 EK
180,Amstel,Y,1018 EL
181,Amstel,Y,1018 EL
182,Amstel,Y,1018 EL
183,Amstel,N,1018 EL
183,Amstel,N,1018 EL
183,Amstel,Y,1018 EL
184,Amstel,Y,1018 EL
185,Amstel,N,1018 EM
185,Amstel,Y,1018 EM
186,Amstel,Y,1018 EM
187,Amstel,Y,1018 EM
188,Amstel,N,1018 EM
188,Amstel,Y,1018 EM
189,Amstel,Y,1018 EM
190,Amstel,Y,1017 AA
191,Amstel,Y,1017 AA
192,Amstel,Y,1017 AB
193,Amstel,Y,1017 AB
194,Amstel,Y,1017 AB
195,Amstel,Y,1017 AC
196,Amstel,Y,1017 AC
197,Amstel,Y,1017 AC
198,Amstel,Y,1017 AC
198,Amstel,N,1017 AC
198,Amstel,N,1017 AC
198,Amstel,N,1017 AC
199,Amstel,Y,1017 AC
200,Amstel,Y,1017 AD
201,Amstel,Y,1017 AD
202,Amstel,Y,1017 AD
203,Amstel,Y,1017 AD
204,Amstel,Y,1017 AD
204,Amstel,N,1017 AD
204,Amstel,N,1017 AD
204,Amstel,N,1017 AD
204,Amstel,N,1017 AD
205,Bakkersstraat,N,1017 CW
205,Bakkersstraat,N,1017 CW
205,Amstel,Y,1017 AD
205,Bakkersstraat,N,1017 CW
205,Bakkersstraat,N,1017 CW
206,Amstel,N,1017 AD
206,Amstel,N,1017 AD
206,Amstel,N,1017 AD
206,Amstel,N,1017 AD
206,Amstel,Y,1017 AD
207,Amstel,Y,1017 AD
209,Amstel,Y,1017 AD
210,Amstel,Y,1017 AD
211,Amstel,Y,1017 AD
212,Amstel,N,1017 AD
212,Amstel,Y,1017 AD
213,Amstel,Y,1017 AD
214,Amstel,Y,1017 AE
215,Amstel,Y,1017 AE
216,Amstel,Y,1017 AE
216,Amstel,N,1017 AE
217,Amstel,N,1017 AE
217,Amstel,N,1017 AE
217,Amstel,Y,1017 AE
218,Amstel,Y,1017 AE
219,Amstel,Y,1017 AG
220,Amstel,Y,1017 AG
221,Amstel,Y,1017 AG
222,Amstel,N,1017 AG
222,Amstel,N,1017 AG
222,Amstel,N,1017 AG
222,Amstel,N,1017 AG
222,Amstel,N,1017 AG
222,Amstel,N,1017 AG
222,Amstel,Y,1017 AG
222,Amstel,N,1017 AG
222,Amstel,N,1017 AG
222,Amstel,N,1017 AG
223,Amstel,Y,1017 AH
224,Amstel,Y,1017 AH
225,Amstel,Y,1017 AH
226,Amstel,Y,1017 AH
227,Amstel,Y,1017 AH
228,Amstel,Y,1017 AJ
228,Herengracht,N,1017 CJ
229,Amstel,Y,1017 AJ
230,Amstel,Y,1017 AJ
231,Amstel,Y,1017 AJ
232,Amstel,Y,1017 AJ
233,Amstel,Y,1017 AJ
234,Amstel,Y,1017 AJ
235,Amstel,Y,1017 AK
236,Amstel,N,1017 AK
236,Amstel,N,1017 AK
236,Amstel,Y,1017 AK
237,Amstel,Y,1017 AK
238,Amstel,Y,1017 AK
239,Amstel,Y,1017 AK
240,Amstel,Y,1017 AK
241,Amstel,Y,1017 AK
242,Amstel,Y,1017 AK
243,Amstel,Y,1017 AL
244,Amstel,Y,1017 AL
245,Amstel,Y,1017 AL
246,Amstel,Y,1017 AL
246,Amstel,N,1017 AL
247,Amstel,Y,1017 AL
247,Amstel,N,1017 AL
248,Amstel,Y,1017 AM
249,Amstel,Y,1017 AM
250,Amstel,Y,1017 AM
251,Amstel,Y,1017 AM
252,Amstel,Y,1017 AN
253,Amstel,Y,1017 AN
253,Utrechtsedwarsstraat,N,1017 WK
254,Amstel,Y,1017 AP
254,Amstel,N,1017 AP
255,Amstel,Y,1017 AP
256,Amstel,Y,1017 AR
257,Amstel,Y,1017 AR
258,Amstel,Y,1017 AS
259,Amstel,Y,1017 AS
260,Amstel,Y,1017 AS
262,Amstelstraat,Y,1017 DA
263,Amstelstraat,Y,1017 DA
264,Amstelstraat,N,1017 DA
264,Amstelstraat,N,1017 DA
264,Amstelstraat,Y,1017 DA
264,Amstelstraat,N,1017 DA
265,Nieuwe Amstelstraat,Y,1011 PL
265,Nieuwe Amstelstraat,N,1011 PL
266,Nieuwe Amstelstraat,N,1011 PM
266,Nieuwe Amstelstraat,Y,1011 PM
267,Amstelveenseweg,Y,1075 XV
267,Amstelveenseweg,N,1075 XV
267,Amstelveenseweg,N,1075 XV
268,Waterlooplein,Y,1011 PG
268,Nieuwe Amstelstraat,N,1011 PM
268,Waterlooplein,N,1011 PG
268,Nieuwe Amstelstraat,N,1011 PM
269,Amstelveld,N,1017 JD
269,Amstelveld,N,1017 JD
269,Amstelveld,N,1017 JD
269,Amstelveld,Y,1017 JD
269,Amstelveld,N,1017 JD
269,Amstelveld,N,1017 JD
270,Amstelveld,Y,1017 JD
271,Amstelveld,Y,1017 JD
272,Amstelveld,Y,1017 JD
273,Amstelveld,Y,1017 JD
273,Prinsengracht,N,1017 KP
274,Eerste Anjeliersdwarsstraat,Y,1015 NR
274,Eerste Anjeliersdwarsstraat,N,1015 NR
274,Eerste Anjeliersdwarsstraat,N,1015 NR
275,Eerste Anjeliersdwarsstraat,Y,1015 NR
275,Eerste Anjeliersdwarsstraat,N,1015 NR
276,Tweede Anjeliersdwarsstraat,Y,1015 NT
277,Tweede Anjeliersdwarsstraat,Y,1015 NT
278,Tweede Anjeliersdwarsstraat,Y,1015 NT
279,Anjeliersstraat,Y,1015 ND
280,Anjeliersstraat,N,1015 ND
280,Anjeliersstraat,N,1015 ND
280,Anjeliersstraat,Y,1015 ND
281,Anjeliersstraat,Y,1015 NE
282,Anjeliersstraat,Y,1015 NE
282,Anjeliersstraat,N,1015 NE
282,Anjeliersstraat,N,1015 NE
282,Anjeliersstraat,N,1015 NE
284,Anjeliersstraat,Y,1015 NG
286,Nieuwezijds Armsteeg,Y,1012 NB
287,Van Baerlestraat,Y,1071 AN
288,Van Baerlestraat,Y,1071 BB
289,Bakkersstraat,N,1017 CW
289,Bakkersstraat,Y,1017 CW
289,Bakkersstraat,N,1017 CW
289,Bakkersstraat,N,1017 CW
289,Bakkersstraat,N,1017 CW
289,Bakkersstraat,N,1017 CW
289,Bakkersstraat,N,1017 CW
290,Bakkersstraat,Y,1017 CW
291,Bakkersstraat,Y,1017 CW
292,Bakkersstraat,Y,1017 CW
293,Bakkersstraat,Y,1017 CW
294,Binnen Bantammerstraat,Y,1011 CH
295,Binnen Bantammerstraat,Y,1011 CH
296,Binnen Bantammerstraat,Y,1011 CH
297,Binnen Bantammerstraat,Y,1011 CH
298,Binnen Bantammerstraat,Y,1011 CH
299,Binnen Bantammerstraat,Y,1011 CH
300,Binnen Bantammerstraat,Y,1011 CJ
301,Binnen Bantammerstraat,Y,1011 CJ
302,Binnen Bantammerstraat,Y,1011 CJ
303,Binnen Bantammerstraat,Y,1011 CJ
304,Binnen Bantammerstraat,Y,1011 CK
305,Binnen Bantammerstraat,Y,1011 CK
306,Binnen Bantammerstraat,Y,1011 CK
307,Binnen Bantammerstraat,Y,1011 CL
308,Binnen Bantammerstraat,Y,1011 CL
309,Binnen Bantammerstraat,Y,1011 CL
310,Binnen Bantammerstraat,Y,1011 CL
311,Nieuwe Jonkerstraat,N,1011 CM
311,Nieuwe Jonkerstraat,N,1011 CM
311,Nieuwe Jonkerstraat,Y,1011 CM
311,Nieuwe Jonkerstraat,N,1011 CM
311,Nieuwe Jonkerstraat,N,1011 CM
311,Nieuwe Jonkerstraat,N,1011 CM
311,Nieuwe Jonkerstraat,N,1011 CM
311,Nieuwe Jonkerstraat,N,1011 CM
311,Nieuwe Jonkerstraat,N,1011 CM
311,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,Y,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
312,Nieuwe Jonkerstraat,N,1011 CM
313,NULL,Y,NULL
314,Buiten Bantammerstraat,Y,1011 AX
315,Buiten Bantammerstraat,Y,1011 AX
316,Buiten Bantammerstraat,Y,1011 AX
317,Buiten Bantammerstraat,Y,1011 AX
318,Buiten Bantammerstraat,Y,1011 AX
319,Buiten Bantammerstraat,Y,1011 AX
321,Barndesteeg,N,1012 BV
321,Barndesteeg,Y,1012 BV
322,Barndesteeg,Y,1012 BV
323,Barndesteeg,Y,1012 BV
324,Barndesteeg,Y,1012 BV
325,Barndesteeg,Y,1012 BV
326,Barndesteeg,Y,1012 BV
327,Barndesteeg,Y,1012 BV
328,Barndesteeg,Y,1012 BV
329,Barndesteeg,Y,1012 BV
330,Barndesteeg,N,1012 BV
330,Barndesteeg,N,1012 BV
330,Barndesteeg,N,1012 BV
330,Barndesteeg,N,1012 BV
330,Barndesteeg,N,1012 BV
330,Barndesteeg,N,1012 BV
330,Barndesteeg,N,1012 BV
330,Barndesteeg,Y,1012 BV
330,Barndesteeg,N,1012 BV
330,Barndesteeg,N,1012 BV
331,Barndesteeg,Y,1012 BV
331,Barndesteeg,N,1012 BV
332,Barndesteeg,Y,1012 BV
332,Barndesteeg,N,1012 BV
332,Barndesteeg,N,1012 BV
332,Barndesteeg,N,1012 BV
332,Barndesteeg,N,1012 BV
333,Gedempte Begijnensloot,N,1012 PP
333,Gedempte Begijnensloot,Y,1012 PP
334,Gedempte Begijnensloot,Y,1012 PP
335,Begijnensteeg,Y,1012 PN
336,Begijnensteeg,Y,1012 PN
337,Begijnensteeg,Y,1012 PN
338,Begijnensteeg,Y,1012 PN
339,Begijnensteeg,Y,1012 PN
340,Begijnensteeg,Y,1012 PN
341,Begijnensteeg,Y,1012 PN
342,Begijnhof,Y,1012 WS
342,Begijnhof,N,1012 WS
343,Begijnhof,N,1012 WS
343,Begijnhof,Y,1012 WS
344,Begijnhof,N,1012 WS
344,Begijnhof,Y,1012 WS
345,Begijnhof,N,1012 WS
345,Begijnhof,Y,1012 WS
346,Begijnhof,N,1012 WS
346,Begijnhof,N,1012 WS
346,Begijnhof,Y,1012 WS
347,Begijnhof,N,1012 WS
347,Begijnhof,N,1012 WS
347,Begijnhof,Y,1012 WS
348,Begijnhof,Y,1012 WS
349,Begijnhof,N,1012 WS
349,Begijnhof,Y,1012 WS
350,Begijnhof,N,1012 WS
350,Begijnhof,N,1012 WS
350,Begijnhof,Y,1012 WS
351,Begijnhof,Y,1012 WS
351,Begijnhof,N,1012 WS
351,Begijnhof,N,1012 WS
352,Begijnhof,N,1012 WS
352,Begijnhof,Y,1012 WS
353,Begijnhof,N,1012 WS
353,Begijnhof,N,1012 WS
353,Begijnhof,Y,1012 WS
354,Begijnhof,Y,1012 WS
355,Begijnhof,Y,1012 WS
356,Begijnhof,Y,1012 WS
357,Begijnhof,Y,1012 WS
357,Begijnhof,N,1012 WS
357,Begijnhof,N,1012 WS
358,Begijnhof,Y,1012 WS
359,Begijnhof,N,1012 WT
359,Begijnhof,N,1012 WT
359,Begijnhof,Y,1012 WT
360,Begijnhof,N,1012 WT
360,Begijnhof,N,1012 WT
360,Begijnhof,Y,1012 WT
361,Begijnhof,N,1012 WT
361,Begijnhof,N,1012 WT
361,Begijnhof,Y,1012 WT
362,Begijnhof,N,1012 WT
362,Begijnhof,Y,1012 WT
362,Begijnhof,N,1012 WT
363,Begijnhof,N,1012 WT
363,Begijnhof,Y,1012 WT
363,Begijnhof,N,1012 WT
364,Begijnhof,Y,1012 WT
364,Begijnhof,N,1012 WT
365,Begijnhof,N,1012 WT
365,Begijnhof,N,1012 WT
365,Begijnhof,N,1012 WT
365,Begijnhof,Y,1012 WT
365,Begijnhof,N,1012 WT
365,Begijnhof,N,1012 WT
365,Begijnhof,N,1012 WT
365,Begijnhof,N,1012 WT
366,Begijnhof,N,1012 WT
366,Begijnhof,Y,1012 WT
366,Begijnhof,N,1012 WT
366,Begijnhof,N,1012 WT
367,Begijnhof,N,1012 WT
367,Begijnhof,N,1012 WT
367,Begijnhof,Y,1012 WT
368,Begijnhof,Y,1012 WT
369,Begijnhof,N,1012 WT
369,Begijnhof,N,1012 WT
369,Begijnhof,Y,1012 WT
370,Begijnhof,N,1012 WV
370,Begijnhof,N,1012 WV
370,Begijnhof,N,1012 WV
370,Begijnhof,Y,1012 WV
371,Begijnhof,Y,1012 WV
372,Begijnhof,N,1012 WV
372,Begijnhof,N,1012 WV
372,Begijnhof,Y,1012 WV
373,Begijnhof,Y,1012 WV
373,Begijnhof,N,1012 WV
373,Begijnhof,N,1012 WV
373,Begijnhof,N,1012 WV
374,Begijnhof,N,1012 WV
374,Begijnhof,Y,1012 WV
374,Begijnhof,N,1012 WV
375,Begijnhof,Y,1012 WV
375,Begijnhof,N,1012 WV
375,Begijnhof,N,1012 WV
376,Begijnhof,N,1012 WV
376,Begijnhof,Y,1012 WV
376,Begijnhof,N,1012 WV
376,Begijnhof,N,1012 WV
377,Begijnhof,N,1012 WV
377,Begijnhof,N,1012 WV
377,Begijnhof,Y,1012 WV
377,Begijnhof,N,1012 WV
378,Begijnhof,Y,1012 WV
378,Begijnhof,N,1012 WV
378,Begijnhof,N,1012 WV
379,Begijnhof,Y,1012 WV
379,Begijnhof,N,1012 WV
379,Begijnhof,N,1012 WV
380,Begijnhof,N,1012 WV
380,Begijnhof,Y,1012 WV
381,Begijnhof,Y,1012 WV
381,Begijnhof,N,1012 WV
381,Begijnhof,N,1012 WV
381,Begijnhof,N,1012 WV
382,Begijnhof,Y,1012 WV
382,Begijnhof,N,1012 WV
382,Begijnhof,N,1012 WV
382,Begijnhof,N,1012 WV
383,Begijnhof,Y,1012 WV
384,Begijnhof,Y,1012 WV
385,Berenstraat,Y,1016 GG
386,Berenstraat,Y,1016 GG
387,Berenstraat,Y,1016 GG
388,Buiten Bantammerstraat,N,1011 AX
388,Buiten Bantammerstraat,N,1011 AX
388,Buiten Bantammerstraat,N,1011 AX
388,Binnenkant,Y,1011 BG
388,Buiten Bantammerstraat,N,1011 AX
389,Berenstraat,Y,1016 GG
389,Berenstraat,N,1016 GG
391,Berenstraat,Y,1016 GH
392,Berenstraat,Y,1016 GH
393,Berenstraat,Y,1016 GH
396,Bergstraat,Y,1015 AV
397,Bergstraat,Y,1015 AV
398,Bergstraat,Y,1015 AV
400,Bergstraat,Y,1015 AV
401,Bergstraat,Y,1015 AV
402,Bergstraat,Y,1015 AV
403,Bergstraat,Y,1015 AV
404,Bergstraat,Y,1015 AV
405,Bergstraat,Y,1015 AV
406,Bethaniëndwarsstraat,Y,1012 CB
407,Bethaniëndwarsstraat,Y,1012 CB
408,Bethaniëndwarsstraat,Y,1012 CB
409,Bethaniëndwarsstraat,N,1012 CB
409,Bethaniëndwarsstraat,Y,1012 CB
409,Bethaniëndwarsstraat,N,1012 CB
410,Bethaniënstraat,Y,1012 BZ
411,Bethaniënstraat,Y,1012 BZ
412,Bethaniënstraat,Y,1012 BZ
413,Bethaniënstraat,Y,1012 BZ
414,Bethaniënstraat,Y,1012 BZ
