1983,128,And the Ship Sails On,Federico Fellini
1983,96,Tu mi turbi,Roberto Benigni
1983,170,Scarface,Brian De Palma
1983,110,The Man Who Loved Women,Blake Edwards
1983,94,De Lift,Dick Maas
